filename,title,bpm,valence,arousal,mood_happy,mood_sad,mood_aggressive,mood_relaxed,mood_party,danceability,emotion
Robin Schulz – OK (feat. James Blunt) (Official Music Video).mp3,Robin Schulz – OK (feat. James Blunt) (Official Music Video),84.03201293945312,5.4945,5.7748,0.4821,0.2626,0.2521,0.2886,0.6592,0.8746,triumphant
"Ruby, My Dear.mp3","Ruby, My Dear",103.359375,4.1148,4.6668,0.0028,0.5685,0.0001,0.9999,0.0,0.0421,sad
Russell Dickerson - Happen To Me.mp3,Russell Dickerson - Happen To Me,81.38533782958984,5.9255,5.6687,0.6494,0.3829,0.2899,0.1738,0.596,0.8439,romantic_passionate
"Ryuichi Sakamoto - Merry Christmas, Mr. Lawrence.mp3","Ryuichi Sakamoto - Merry Christmas, Mr. Lawrence",93.1165542602539,3.9645,3.8023,0.0059,0.8754,0.0414,0.9964,0.0164,0.0387,melancholic
SAD!.mp3,SAD!,103.359375,4.9067,4.6767,0.2104,0.3792,0.0151,0.4612,0.5639,0.942,triumphant
SASU feat. Laila EL Akkaf - UBA UBA M⧸V.mp3,SASU feat. Laila EL Akkaf - UBA UBA M⧸V,85.42097473144531,6.2265,6.7865,0.3804,0.0602,0.3073,0.1882,0.7313,0.9858,party
SEVDALIZA - ALIBI FT. PABLLO VITTAR & YSEULT (OFFICIAL MUSIC VIDEO).mp3,SEVDALIZA - ALIBI FT. PABLLO VITTAR & YSEULT (OFFICIAL MUSIC VIDEO),87.59268951416016,5.8438,5.3665,0.42,0.1018,0.1936,0.2245,0.8011,0.8618,triumphant
SIENNA SPIRO - Die On This Hill (Official Music Video).mp3,SIENNA SPIRO - Die On This Hill (Official Music Video),114.2092514038086,4.6348,4.5142,0.3496,0.8564,0.0495,0.7473,0.1432,0.5933,sad
SZA - Snooze (Audio).mp3,SZA - Snooze (Audio),98.4375,5.2731,5.5053,0.5798,0.6953,0.0016,0.5993,0.0832,0.9654,sad
Sabrina Carpenter - Espresso.mp3,Sabrina Carpenter - Espresso,143.5546875,6.299,5.9028,0.4359,0.0186,0.1139,0.1666,0.9043,0.9944,triumphant
Sabrina Carpenter - Manchild (Official Video).mp3,Sabrina Carpenter - Manchild (Official Video),84.7208023071289,6.6837,6.4623,0.8747,0.1053,0.2296,0.1415,0.4798,0.9352,hopeful
Sabrina Carpenter - Please Please Please.mp3,Sabrina Carpenter - Please Please Please,73.828125,5.5076,5.3507,0.5589,0.3806,0.154,0.4773,0.3145,0.8945,romantic_passionate
Sabrina Carpenter - Tears (Official Video).mp3,Sabrina Carpenter - Tears (Official Video),77.71381378173828,5.0671,4.8843,0.2484,0.1532,0.1796,0.5167,0.5135,0.713,focused
Saint Crook - Rookies Of The Year (feat. MazziOmerta) [Official Music Video].mp3,Saint Crook - Rookies Of The Year (feat. MazziOmerta) [Official Music Video],111.1391143798828,5.138,5.2379,0.5775,0.2164,0.0713,0.3182,0.6106,0.9168,triumphant
Sam Smith - Too Good At Goodbyes.mp3,Sam Smith - Too Good At Goodbyes,126.82131958007812,4.606,4.6304,0.2014,0.8915,0.0462,0.8875,0.0908,0.5928,sad
"Sam Smith, Normani - Dancing With A Stranger (Official Music Video).mp3","Sam Smith, Normani - Dancing With A Stranger (Official Music Video)",141.5881805419922,5.5387,5.4549,0.3956,0.1782,0.0089,0.3546,0.1376,0.928,romantic_passionate
San Jose.mp3,San Jose,121.5992660522461,4.6622,4.1327,0.0153,0.759,0.001,0.9956,0.0892,0.8807,sad
Scorpions - Send Me An Angel.mp3,Scorpions - Send Me An Angel,74.35926055908203,4.8857,4.8277,0.553,0.6679,0.3188,0.3765,0.1362,0.2154,sad
Scotty McCreery - Bottle Rockets (feat. Hootie & The Blowfish) (Official Video).mp3,Scotty McCreery - Bottle Rockets (feat. Hootie & The Blowfish) (Official Video),112.96106719970705,5.3108,4.8591,0.5551,0.8096,0.256,0.3435,0.0497,0.3578,sad
Sean Griffin - Be My Girl (Official Music Video).mp3,Sean Griffin - Be My Girl (Official Music Video),140.625,5.2802,5.0207,0.6387,0.5884,0.2328,0.292,0.0503,0.3227,romantic_passionate
Sean Paul - She Doesn't Mind (Official Video).mp3,Sean Paul - She Doesn't Mind (Official Video),82.6875,5.8582,5.5488,0.6934,0.1117,0.3793,0.1696,0.7285,0.8733,triumphant
Secret Beach.mp3,Secret Beach,108.7993392944336,3.9017,3.6832,0.009,0.8273,0.0003,0.9999,0.0002,0.807,melancholic
Selena Gomez - Lose You To Love Me (Official Music Video).mp3,Selena Gomez - Lose You To Love Me (Official Music Video),96.59754943847656,4.6717,4.6086,0.2811,0.6849,0.0085,0.8496,0.0591,0.9088,sad
Selena Gomez - The Heart Wants What It Wants (Official Video).mp3,Selena Gomez - The Heart Wants What It Wants (Official Video),114.2092514038086,5.1935,5.3275,0.421,0.3287,0.0322,0.5468,0.2772,0.8451,focused
Set It.mp3,Set It,117.4538345336914,4.0388,4.1641,0.1288,0.8727,0.0,0.9997,0.0005,0.8461,sad
Shaboozey - A Bar Song (Tipsy) [Official Visualizer].mp3,Shaboozey - A Bar Song (Tipsy) [Official Visualizer],111.7398681640625,5.7626,5.1721,0.8223,0.3666,0.1226,0.245,0.5743,0.7567,romantic_passionate
Shaboozey - Good News.mp3,Shaboozey - Good News,111.7398681640625,4.9886,4.5874,0.5668,0.7231,0.0263,0.5901,0.0865,0.5064,sad
"Shaggy - I Need Your Love (Official Video) ft. Mohombi, Faydee, Costi.mp3","Shaggy - I Need Your Love (Official Video) ft. Mohombi, Faydee, Costi",123.78368377685548,6.1019,5.8223,0.7777,0.0776,0.245,0.0938,0.8662,0.9847,triumphant
Shaggy Mohombi Faydee Costi - Habibi (I need Your love) - Official Video.mp3,Shaggy Mohombi Faydee Costi - Habibi (I need Your love) - Official Video,123.78368377685548,6.2743,5.8398,0.8053,0.0797,0.3093,0.0737,0.8783,0.9886,triumphant
Sharon Van Etten - Every Time the Sun Comes Up (Official Video).mp3,Sharon Van Etten - Every Time the Sun Comes Up (Official Video),137.8125,4.648,4.5271,0.3496,0.844,0.0024,0.6449,0.0069,0.8207,sad
Sharon Van Etten - Peace Signs (Live on KEXP).mp3,Sharon Van Etten - Peace Signs (Live on KEXP),91.46847534179688,4.5705,5.1219,0.2849,0.6648,0.0098,0.6867,0.0014,0.0659,sad
Sharon Van Etten - Save Yourself (Live on KEXP).mp3,Sharon Van Etten - Save Yourself (Live on KEXP),116.1341323852539,4.7283,5.0616,0.5686,0.7795,0.0173,0.7553,0.011,0.1144,sad
Sharon Van Etten - Your Love Is Killing Me.mp3,Sharon Van Etten - Your Love Is Killing Me,84.03201293945312,4.6334,4.3293,0.5042,0.582,0.0635,0.5448,0.0015,0.2589,sad
Sharon Van Etten - ＂Leonard＂ (Official Video).mp3,Sharon Van Etten - ＂Leonard＂ (Official Video),84.7208023071289,4.2279,3.908,0.1784,0.9774,0.001,0.9802,0.0452,0.0198,melancholic
Sharon Van Etten - ＂Our Love＂ (Official Video).mp3,Sharon Van Etten - ＂Our Love＂ (Official Video),111.7398681640625,4.5632,4.6533,0.3164,0.6812,0.004,0.8867,0.0023,0.9632,sad
Sharon Van Etten - ＂Taking Chances＂ (Official Video).mp3,Sharon Van Etten - ＂Taking Chances＂ (Official Video),118.80387878417967,4.9583,4.9095,0.6484,0.5188,0.0375,0.5697,0.0092,0.8438,romantic_passionate
Shawn Mendes - Stitches (Official Music Video).mp3,Shawn Mendes - Stitches (Official Music Video),103.359375,5.5574,5.3384,0.5905,0.4376,0.2017,0.4124,0.4318,0.7723,romantic_passionate
Shawn Mendes - There's Nothing Holdin' Me Back (Official Music Video).mp3,Shawn Mendes - There's Nothing Holdin' Me Back (Official Music Video),84.03201293945312,5.4517,5.8589,0.4907,0.3875,0.0451,0.3714,0.4969,0.8108,triumphant
Shawn Mendes - Treat You Better.mp3,Shawn Mendes - Treat You Better,114.2092514038086,5.313,5.6215,0.4938,0.1772,0.1044,0.4419,0.5141,0.8752,triumphant
Sia - Chandelier (Official Video).mp3,Sia - Chandelier (Official Video),120.18531799316406,6.2728,5.4058,0.6437,0.1368,0.1988,0.2839,0.6409,0.9558,hopeful
Sia - Cheap Thrills (Official Lyric Video) ft. Sean Paul.mp3,Sia - Cheap Thrills (Official Lyric Video) ft. Sean Paul,123.78368377685548,5.8573,5.9791,0.473,0.1938,0.1546,0.2141,0.7836,0.8856,triumphant
Sierra - You Broke Me (Music Video).mp3,Sierra - You Broke Me (Music Video),135.11029052734375,4.7249,4.9187,0.0365,0.8212,0.0002,0.9847,0.0533,0.781,sad
Silentó - Watch Me (Whip⧸Nae Nae) (Official).mp3,Silentó - Watch Me (Whip⧸Nae Nae) (Official),96.59754943847656,5.9169,5.5002,0.102,0.2914,0.0749,0.3175,0.8862,0.9741,triumphant
Singing to the Moon.mp3,Singing to the Moon,110.54478454589844,4.2819,4.5308,0.0013,0.9555,0.0003,0.9997,0.0026,0.7097,sad
Skillet - Hero (Official Video).mp3,Skillet - Hero (Official Video),97.50884246826172,7.3433,4.9125,0.2893,0.0782,0.9672,0.0572,0.6666,0.7259,anxious
Skillet - Monster (Official Video).mp3,Skillet - Monster (Official Video),93.1165542602539,6.9107,5.3633,0.1436,0.0464,0.9913,0.0424,0.4272,0.5113,anxious
Skrillex and Diplo - ＂Where Are Ü Now＂ with Justin Bieber (Official Video).mp3,Skrillex and Diplo - ＂Where Are Ü Now＂ with Justin Bieber (Official Video),96.59754943847656,5.3278,5.2741,0.178,0.394,0.2031,0.5241,0.5189,0.882,focused
Sky Ferreira - Sad Dream.mp3,Sky Ferreira - Sad Dream,80.12354278564453,4.5932,5.0237,0.3106,0.9671,0.008,0.8114,0.0043,0.524,sad
Sleepy Fish - Collages [lofi hiphop beats].mp3,Sleepy Fish - Collages [lofi hiphop beats],89.48863983154297,3.8265,4.0892,0.1016,0.7967,0.0052,0.9967,0.0007,0.9082,sad
Slipknot - Psychosocial [OFFICIAL VIDEO] [HD].mp3,Slipknot - Psychosocial [OFFICIAL VIDEO] [HD],93.1165542602539,7.0187,4.3485,0.015,0.077,0.9799,0.0752,0.1569,0.1835,anxious
Soccer Mommy - Allison.mp3,Soccer Mommy - Allison,116.79025268554688,4.0476,4.1271,0.1091,0.8595,0.0349,0.9027,0.0155,0.2008,sad
Somewhere I Belong (Official Music Video) [4K UPGRADE] – Linkin Park.mp3,Somewhere I Belong (Official Music Video) [4K UPGRADE] – Linkin Park,111.7398681640625,6.2962,4.9835,0.442,0.0963,0.8971,0.1057,0.5809,0.8985,anxious
Song For Fraser.mp3,Song For Fraser,82.6875,3.6476,3.1774,0.0018,0.9916,0.0173,0.9993,0.0001,0.0391,melancholic
Stairway To The Stars (Rudy Van Gelder Edition ⧸ 2003 Remaster).mp3,Stairway To The Stars (Rudy Van Gelder Edition ⧸ 2003 Remaster),86.1328125,5.1572,4.8751,0.0686,0.6424,0.0054,0.9807,0.0313,0.1087,sad
Stand My Ground.mp3,Stand My Ground,133.36692810058594,5.3625,5.5202,0.3747,0.2638,0.2401,0.4474,0.6158,0.8425,triumphant
Stardust.mp3,Stardust,96.59754943847656,4.271,3.9586,0.0184,0.9344,0.0059,0.9995,0.0011,0.0553,melancholic
Sting - Desert Rose.mp3,Sting - Desert Rose,77.13386535644531,5.8543,5.4494,0.5756,0.0976,0.124,0.3765,0.4693,0.9544,romantic_passionate
"Sufjan Stevens, ＂Should Have Known Better＂ (Official Audio).mp3","Sufjan Stevens, ＂Should Have Known Better＂ (Official Audio)",125.28408813476562,4.1964,4.1593,0.1489,0.6456,0.0004,0.9793,0.0007,0.0804,sad
Sumner.mp3,Sumner,94.82511138916016,4.7226,4.4085,0.0342,0.8559,0.0338,0.9978,0.005,0.0743,sad
Sunrise Inc - Mysterious Girl (Official Video).mp3,Sunrise Inc - Mysterious Girl (Official Video),88.34134674072266,6.4568,6.5444,0.5591,0.029,0.6299,0.0533,0.8836,0.9894,party
Sunrise inc - Niña (Official Video).mp3,Sunrise inc - Niña (Official Video),88.34134674072266,6.343,6.3951,0.5054,0.0178,0.7572,0.0226,0.8724,0.9977,party
Surfaces - Sunday Best (Official Music Video).mp3,Surfaces - Sunday Best (Official Music Video),77.13386535644531,5.2069,5.0482,0.4989,0.4715,0.0461,0.3507,0.4246,0.7127,romantic_passionate
Survivor - Eye Of The Tiger (Official HD Video).mp3,Survivor - Eye Of The Tiger (Official HD Video),149.7961883544922,5.8969,6.375,0.8393,0.1601,0.3481,0.0684,0.7757,0.867,romantic_passionate
Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video).mp3,Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video),89.10291290283203,5.5827,4.9457,0.4174,0.1463,0.608,0.2776,0.5798,0.861,anxious
Sympathy.mp3,Sympathy,112.96106719970705,4.3236,4.7084,0.1102,0.4861,0.035,0.9032,0.0506,0.8411,focused
T.I. - LET 'EM KNOW (Official Lyric Video).mp3,T.I. - LET 'EM KNOW (Official Lyric Video),115.48533630371094,4.8396,4.6554,0.6549,0.1017,0.1704,0.0991,0.9408,0.9847,triumphant
"TOESUP, Smiley - Two Feet (Official Visualizer).mp3","TOESUP, Smiley - Two Feet (Official Visualizer)",75.99954223632812,5.7269,5.2929,0.4373,0.1394,0.2212,0.1878,0.5533,0.9358,triumphant
TONES AND I - DANCE MONKEY (OFFICIAL VIDEO).mp3,TONES AND I - DANCE MONKEY (OFFICIAL VIDEO),135.11029052734375,5.2329,5.2858,0.5564,0.4218,0.0704,0.5842,0.3586,0.8051,focused
TWICE “Strategy (feat. Megan Thee Stallion)” M⧸V.mp3,TWICE “Strategy (feat. Megan Thee Stallion)” M⧸V,75.99954223632812,6.6593,5.6444,0.7405,0.1687,0.2193,0.1295,0.8715,0.9146,triumphant
Taio Cruz - Dynamite (Official Video).mp3,Taio Cruz - Dynamite (Official Video),82.6875,5.4585,5.5382,0.5351,0.0691,0.3165,0.1564,0.6809,0.9514,triumphant
Tame Impala - Dracula (Official Video).mp3,Tame Impala - Dracula (Official Video),79.50720977783203,5.3261,5.2449,0.4822,0.1063,0.1067,0.3316,0.4701,0.8153,romantic_passionate
Tate McRae - Just Keep Watching (From F1® The Movie) (Official Video).mp3,Tate McRae - Just Keep Watching (From F1® The Movie) (Official Video),89.87771606445312,6.2838,5.8086,0.367,0.0824,0.3743,0.0871,0.7808,0.9869,triumphant
Tate McRae - Revolving door (Official Video).mp3,Tate McRae - Revolving door (Official Video),101.3327178955078,5.4813,4.9067,0.2788,0.2989,0.1647,0.4983,0.4299,0.7648,focused
Tate McRae - Sports car (Official Video).mp3,Tate McRae - Sports car (Official Video),147.65625,6.1882,5.1803,0.365,0.0142,0.2627,0.1334,0.8651,0.9591,triumphant
Tate McRae - TIT FOR TAT (Lyric Video).mp3,Tate McRae - TIT FOR TAT (Lyric Video),115.48533630371094,5.8007,5.0462,0.2923,0.1678,0.1052,0.2134,0.7455,0.9796,triumphant
Tate McRae - greedy (Official Video).mp3,Tate McRae - greedy (Official Video),76.5625,6.1774,5.2634,0.5775,0.0749,0.1194,0.1818,0.8082,0.9323,triumphant
Taylor Swift - Bad Blood ft. Kendrick Lamar.mp3,Taylor Swift - Bad Blood ft. Kendrick Lamar,117.4538345336914,5.3301,4.8985,0.3913,0.2054,0.4764,0.2231,0.7573,0.9501,triumphant
Taylor Swift - Blank Space.mp3,Taylor Swift - Blank Space,132.51202392578125,5.2172,5.2564,0.4594,0.4696,0.0953,0.2828,0.7322,0.9495,triumphant
Taylor Swift - Cruel Summer (Official Audio).mp3,Taylor Swift - Cruel Summer (Official Audio),116.79025268554688,5.9827,5.5079,0.7186,0.0891,0.0932,0.1243,0.7105,0.9864,romantic_passionate
Taylor Swift - Fortnight (feat. Post Malone) (Official Music Video).mp3,Taylor Swift - Fortnight (feat. Post Malone) (Official Music Video),132.51202392578125,4.7846,4.5017,0.4601,0.7145,0.0111,0.7823,0.041,0.5981,sad
Taylor Swift - Love Story.mp3,Taylor Swift - Love Story,82.03125,5.1224,5.0639,0.3082,0.8631,0.0624,0.5794,0.0511,0.1245,sad
Taylor Swift - Lover (Official Music Video).mp3,Taylor Swift - Lover (Official Music Video),94.82511138916016,4.7659,4.688,0.4366,0.878,0.0113,0.7875,0.1394,0.4523,sad
Taylor Swift - Opalite (Visualizer).mp3,Taylor Swift - Opalite (Visualizer),86.1328125,5.9239,6.2762,0.9168,0.1413,0.0754,0.17,0.6671,0.9535,romantic_passionate
Taylor Swift - Shake It Off.mp3,Taylor Swift - Shake It Off,110.54478454589844,6.137,5.2701,0.7944,0.2155,0.1643,0.075,0.9146,0.9586,triumphant
Taylor Swift - The Fate of Ophelia (Official Music Video).mp3,Taylor Swift - The Fate of Ophelia (Official Music Video),85.42097473144531,5.631,5.6312,0.6742,0.3091,0.0832,0.4566,0.3526,0.9204,romantic_passionate
Taylor Swift - The Life of a Showgirl (feat. Sabrina Carpenter) (Visualizer).mp3,Taylor Swift - The Life of a Showgirl (feat. Sabrina Carpenter) (Visualizer),108.7993392944336,5.078,5.0702,0.5717,0.6787,0.021,0.72,0.229,0.9064,sad
Teddy Swims - Bad Dreams (Official Music Video).mp3,Teddy Swims - Bad Dreams (Official Music Video),86.1328125,5.8094,5.8008,0.5405,0.4542,0.0025,0.4441,0.239,0.9689,romantic_passionate
Teddy Swims - Lose Control (Live).mp3,Teddy Swims - Lose Control (Live),146.60903930664062,5.6436,4.9382,0.5385,0.669,0.0828,0.5345,0.3066,0.7079,sad
Teddy Swims - Lose Control (Lyrics).mp3,Teddy Swims - Lose Control (Lyrics),146.60903930664062,5.3613,5.078,0.3624,0.7295,0.0154,0.5719,0.5,0.9004,sad
Teddy Swims - The Door (Official Music Video).mp3,Teddy Swims - The Door (Official Music Video),88.34134674072266,6.2605,6.3074,0.7392,0.0707,0.1238,0.0664,0.8914,0.9943,party
The Black Eyed Peas - Where Is The Love？ (Official Music Video).mp3,The Black Eyed Peas - Where Is The Love？ (Official Music Video),130.0117950439453,5.4423,5.6372,0.7821,0.1945,0.0908,0.0968,0.88,0.9787,triumphant
The Chainsmokers & Coldplay - Something Just Like This (Official Lyric Video).mp3,The Chainsmokers & Coldplay - Something Just Like This (Official Lyric Video),70.7940902709961,5.4695,4.9473,0.6141,0.4354,0.2442,0.362,0.3536,0.8075,romantic_passionate
The Chainsmokers - Don't Let Me Down (Official Video) ft. Daya.mp3,The Chainsmokers - Don't Let Me Down (Official Video) ft. Daya,110.54478454589844,5.5552,5.094,0.5353,0.2891,0.2208,0.4053,0.4633,0.9261,romantic_passionate
The Cranberries - Linger (Official Music Video).mp3,The Cranberries - Linger (Official Music Video),130.83465576171875,5.3001,5.3582,0.7025,0.5131,0.0112,0.6252,0.1272,0.7014,romantic_passionate
The Damage Is Done.mp3,The Damage Is Done,82.03125,4.2573,4.3325,0.3493,0.9866,0.0016,0.8269,0.0008,0.0454,sad
The Dodos - Good.mp3,The Dodos - Good,89.87771606445312,6.4001,5.4019,0.7854,0.0257,0.5581,0.0688,0.3224,0.8956,hopeful
"The Kid LAROI, Justin Bieber - STAY (Official Video).mp3","The Kid LAROI, Justin Bieber - STAY (Official Video)",117.4538345336914,5.6991,5.649,0.6258,0.1336,0.1318,0.2942,0.6119,0.7881,romantic_passionate
The Script - The Man Who Can’t Be Moved (Official Video).mp3,The Script - The Man Who Can’t Be Moved (Official Video),137.8125,5.3554,5.187,0.6648,0.8214,0.0008,0.5169,0.0601,0.8915,sad
The Shining Sea.mp3,The Shining Sea,81.38533782958984,4.6478,4.3881,0.0083,0.9524,0.0064,0.9993,0.0009,0.0869,sad
The Tallest Man on Earth - 1904 (Live on KEXP).mp3,The Tallest Man on Earth - 1904 (Live on KEXP),74.35926055908203,5.0458,5.0462,0.3437,0.9545,0.0202,0.6714,0.0221,0.1638,sad
"The Way You Let Me Go, Pt. 2.mp3","The Way You Let Me Go, Pt. 2",74.35926055908203,5.6417,5.9596,0.5447,0.3301,0.0602,0.513,0.3794,0.8534,romantic_passionate
The Weather Station - Everything I Saw.mp3,The Weather Station - Everything I Saw,96.59754943847656,5.4235,5.3593,0.2427,0.5631,0.0048,0.8413,0.1144,0.2397,sad
The Weather Station - Impossible (Official Video).mp3,The Weather Station - Impossible (Official Video),136.89984130859375,4.829,4.8508,0.5959,0.8267,0.0123,0.6517,0.0055,0.7701,sad
The Weather Station - Kept It All to Myself (Official Video).mp3,The Weather Station - Kept It All to Myself (Official Video),112.96106719970705,5.8918,6.1878,0.931,0.446,0.0251,0.1507,0.1131,0.8069,romantic_passionate
The Weather Station - Thirty (Official Video).mp3,The Weather Station - Thirty (Official Video),113.58173370361328,5.2903,5.2088,0.6751,0.6719,0.0246,0.5535,0.0559,0.7008,romantic_passionate
The Weather Station - You and I (On The Other Side Of The World) (Official Video).mp3,The Weather Station - You and I (On The Other Side Of The World) (Official Video),135.11029052734375,4.8294,4.9143,0.6129,0.8154,0.0205,0.6195,0.009,0.6888,sad
The Weather Station - ＂Floodplain＂ [Official Video].mp3,The Weather Station - ＂Floodplain＂ [Official Video],85.42097473144531,4.0782,4.5157,0.2935,0.9481,0.0593,0.9408,0.0001,0.4453,sad
"The Weather Station – ＂Way It Is, Way It Could Be＂ [Official Video].mp3","The Weather Station – ＂Way It Is, Way It Could Be＂ [Official Video]",85.42097473144531,4.3913,4.2645,0.082,0.9592,0.0175,0.9763,0.0042,0.3644,sad
The Weeknd - Blinding Lights (Official Video).mp3,The Weeknd - Blinding Lights (Official Video),118.125,5.376,4.887,0.4279,0.0302,0.4433,0.3654,0.5067,0.9399,triumphant
The Weeknd - Call Out My Name (Official Video).mp3,The Weeknd - Call Out My Name (Official Video),123.046875,5.1732,4.3448,0.2171,0.5354,0.0337,0.5882,0.2874,0.7766,sad
The Weeknd - Save Your Tears (Official Music Video).mp3,The Weeknd - Save Your Tears (Official Music Video),81.38533782958984,5.6705,5.9907,0.7675,0.0188,0.1781,0.1881,0.3211,0.975,romantic_passionate
The Weeknd - Starboy ft. Daft Punk (Official Video) ft. Daft Punk.mp3,The Weeknd - Starboy ft. Daft Punk (Official Video) ft. Daft Punk,128.39674377441406,5.5858,5.1103,0.5392,0.1101,0.3829,0.2526,0.44,0.9711,romantic_passionate
"The Weeknd, Ariana Grande - Die For You (Remix ⧸ Lyric Video).mp3","The Weeknd, Ariana Grande - Die For You (Remix ⧸ Lyric Video)",92.28515625,5.3054,5.3169,0.3404,0.667,0.0088,0.604,0.1826,0.989,sad
"The Weeknd, JENNIE, Lily-Rose Depp - One Of The Girls (Official Video).mp3","The Weeknd, JENNIE, Lily-Rose Depp - One Of The Girls (Official Video)",120.8881607055664,4.9245,4.8084,0.2378,0.5552,0.046,0.6152,0.1558,0.9447,sad
"The Weeknd, Madonna, Playboi Carti - Popular (Official Music Video).mp3","The Weeknd, Madonna, Playboi Carti - Popular (Official Music Video)",135.99917602539062,5.0127,5.3023,0.0645,0.5953,0.0469,0.3751,0.7981,0.9809,triumphant
"The Weeknd, Playboi Carti - Timeless.mp3","The Weeknd, Playboi Carti - Timeless",82.6875,5.4877,5.1296,0.581,0.0971,0.0456,0.306,0.5145,0.9374,romantic_passionate
Think for Yourself.mp3,Think for Yourself,116.79025268554688,4.9799,4.6226,0.04,0.102,0.021,0.8378,0.2501,0.8993,focused
This West (Single Edit).mp3,This West (Single Edit),88.34134674072266,4.3064,4.1259,0.0491,0.7233,0.0185,0.9874,0.0115,0.1462,sad
Three Days Grace - I Hate Everything About You (Official Video).mp3,Three Days Grace - I Hate Everything About You (Official Video),123.046875,5.8309,5.7166,0.4135,0.3838,0.8637,0.0844,0.3558,0.6689,anxious
Timbaland - Apologize ft. OneRepublic.mp3,Timbaland - Apologize ft. OneRepublic,81.38533782958984,5.3291,5.1786,0.4772,0.3667,0.0201,0.3835,0.401,0.7958,romantic_passionate
Timber Timbre 'Black Water'.mp3,Timber Timbre 'Black Water',97.50884246826172,4.5238,4.2224,0.7534,0.6933,0.0124,0.8604,0.014,0.3015,sad
Timber Timbre - Bad Ritual.mp3,Timber Timbre - Bad Ritual,104.40341186523438,4.3239,4.3703,0.546,0.6437,0.0577,0.8162,0.076,0.3482,sad
Timber Timbre - Creep On Creepin'On.mp3,Timber Timbre - Creep On Creepin'On,82.6875,4.5057,4.452,0.7526,0.6204,0.0253,0.8085,0.0492,0.2606,sad
Timber Timbre - Woman.mp3,Timber Timbre - Woman,82.6875,4.6835,4.3404,0.6398,0.4508,0.1062,0.6503,0.0116,0.2311,focused
Time.mp3,Time,81.38533782958984,4.2438,3.9901,0.0046,0.9346,0.0028,0.9996,0.0008,0.0488,melancholic
Timeout.mp3,Timeout,104.40341186523438,4.5473,4.6159,0.0849,0.6806,0.0183,0.9839,0.0245,0.8573,sad
Tobias Jesso Jr. - How Could You Babe.mp3,Tobias Jesso Jr. - How Could You Babe,119.49060821533205,4.6256,4.214,0.4995,0.8254,0.0055,0.8048,0.0066,0.5857,sad
Tom Grennan - Little Bit of Love (Official Video).mp3,Tom Grennan - Little Bit of Love (Official Video),146.60903930664062,6.1437,5.9618,0.7499,0.2765,0.2455,0.2323,0.6517,0.8413,hopeful
Tom Odell - Another Love (Official Video).mp3,Tom Odell - Another Love (Official Video),84.03201293945312,4.6884,4.4649,0.341,0.6887,0.0598,0.598,0.0315,0.3947,sad
Toni Braxton - Un-Break My Heart (Official HD Video).mp3,Toni Braxton - Un-Break My Heart (Official HD Video),151.99908447265625,4.7944,4.9418,0.1609,0.9097,0.0122,0.9403,0.1304,0.7706,sad
Topgun Aka Anker { Storm and Calm }.mp3,Topgun Aka Anker { Storm and Calm },120.18531799316406,4.968,4.8758,0.4411,0.3844,0.0371,0.4497,0.4119,0.8913,focused
Torn.mp3,Torn,121.5992660522461,4.7191,4.7568,0.2339,0.8952,0.003,0.9962,0.0002,0.3169,sad
Tove Lo - Habits (Stay High).mp3,Tove Lo - Habits (Stay High),151.99908447265625,6.2328,5.7438,0.7595,0.2183,0.1542,0.2085,0.6213,0.9692,hopeful
Train - Drive By (Lyrics).mp3,Train - Drive By (Lyrics),84.03201293945312,6.4025,5.9838,0.9172,0.1247,0.3988,0.0652,0.829,0.9198,hopeful
Trevor Daniel - Falling (Official Music Video).mp3,Trevor Daniel - Falling (Official Music Video),87.59268951416016,4.953,4.89,0.4762,0.5093,0.0506,0.515,0.2497,0.6423,sad
Trillwop - Survivor’s Remorse (feat. Reese Youngn) (Official Music Video).mp3,Trillwop - Survivor’s Remorse (feat. Reese Youngn) (Official Music Video),124.52936553955078,5.158,5.0147,0.5023,0.2507,0.2541,0.2892,0.7044,0.8414,triumphant
Ty Segall ＂The Man Man＂ (Official Video).mp3,Ty Segall ＂The Man Man＂ (Official Video),114.2092514038086,4.9597,4.7746,0.5511,0.5993,0.1759,0.5887,0.0587,0.2524,sad
Tycho - Awake Full Album.mp3,Tycho - Awake Full Album,89.10291290283203,5.2904,5.3897,0.4933,0.11,0.2509,0.4632,0.2918,0.8749,romantic_passionate
Tyla - CHANEL (Official Music Video).mp3,Tyla - CHANEL (Official Music Video),79.50720977783203,6.2697,6.3763,0.5991,0.0861,0.0212,0.1673,0.8227,0.9998,party
Tyla - PUSH 2 START (Official Music Video).mp3,Tyla - PUSH 2 START (Official Music Video),129.19921875,5.5123,5.9259,0.1691,0.4945,0.004,0.5269,0.3132,0.9924,focused
Tyla - Water (Official Music Video).mp3,Tyla - Water (Official Music Video),80.74951171875,5.4699,5.4822,0.2711,0.5297,0.0497,0.6071,0.2968,0.9599,sad
Tyla x Wizkid - DYNAMITE (Official Music Video).mp3,Tyla x Wizkid - DYNAMITE (Official Music Video),137.8125,5.2192,5.093,0.165,0.5287,0.0163,0.6448,0.4983,0.9735,sad
